Date,time,Carbon monoxide,status,unit,PM<sub>10</sub> particulate matter (Hourly measured),status,unit,Nitric oxide,status,unit,Nitrogen dioxide,status,unit,Nitrogen oxides as nitrogen dioxide,status,unit,Ozone,status,unit,PM<sub>2.5</sub> particulate matter (Hourly measured),status,unit,Sulphur dioxide,status,unit,"1,2,3-trimethylbenzene",status,unit,"1,2,4-trimethylbenzene",status,unit,"1,3,5-trimethylbenzene",status,unit,"1,3-butadiene",status,unit,1-butene,status,unit,1-pentene,status,unit,2-methylpentane,status,unit,benzene,status,unit,cis-2-butene,status,unit,ethane,status,unit,ethylbenzene,status,unit,ethene,status,unit,ethyne,status,unit,iso-butane,status,unit,iso-octane,status,unit,iso-pentane,status,unit,isoprene,status,unit,m+p-xylene,status,unit,n-butane,status,unit,n-heptane,status,unit,n-hexane,status,unit,n-octane,status,unit,n-pentane,status,unit,o-xylene,status,unit,propane,status,unit,propene,status,unit,trans-2-butene,status,unit,trans-2-pentene,status,unit,toluene,status,unit,Black Carbon (880nm),status,unit,Blue Particulate matter (470nm),status,unit,Infra Red Particulate matter (950nm),status,unit,Red Particulate matter (660nm),status,unit,UV Particulate Matter (UV-BC),status,unit,UV Particulate Matter (370nm),status,unit,Yellow Particulate matter (590nm),status,unit
 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/01/2023,01:00,0.325976,P,mgm-3,11.594,P,ugm-3 (Ref.eq),12.34827,P,ugm-3,19.89,P,ugm-3,38.82375,P,ugm-3,50.09207,P,ugm-3,9,P,ugm-3 (BAM),1.59654,P,ugm-3,0.024946,P,ugm-3,0.192763,P,ugm-3,0.031776,P,ugm-3,0.05225,P,ugm-3,0.285335,P,ugm-3,0.054456,P,ugm-3,0.18266,P,ugm-3,0.597182,P,ugm-3,0.126317,P,ugm-3,5.803442,P,ugm-3,0.163904,P,ugm-3,0.758976,P,ugm-3,0.346568,P,ugm-3,1.383432,P,ugm-3,0.23399,P,ugm-3,0.790027,P,ugm-3,0.043938,P,ugm-3,0.516912,P,ugm-3,1.82674,P,ugm-3,0.180739,P,ugm-3,0.181329,P,ugm-3,0.064381,P,ugm-3,0.387509,P,ugm-3,0.159417,P,ugm-3,3.129564,P,ugm-3,0.845547,P,ugm-3,0.348228,P,ugm-3,0.045492,P,ugm-3,1.038235,P,ugm-3,0.5,P,ugm-3,0.7,P,ugm-3,0.5,P,ugm-3,0.6,P,ugm-3,,,,0.7,P,ugm-3,0.6,P,ugm-3
01/01/2023,02:00,0.442396,P,mgm-3,12.561,P,ugm-3 (Ref.eq),14.9676,P,ugm-3,24.48,P,ugm-3,47.43,P,ugm-3,47.49766,P,ugm-3,11,P,ugm-3 (BAM),1.86263,P,ugm-3,0.024946,P,ugm-3,0.331567,P,ugm-3,0.072189,P,ugm-3,0.046601,P,ugm-3,0.311503,P,ugm-3,0.05338,P,ugm-3,0.297747,P,ugm-3,0.824902,P,ugm-3,0.150941,P,ugm-3,5.396183,P,ugm-3,0.226111,P,ugm-3,1.534503,P,ugm-3,0.437228,P,ugm-3,1.322416,P,ugm-3,0.332232,P,ugm-3,1.137626,P,ugm-3,0.073459,P,ugm-3,0.890911,P,ugm-3,1.962855,P,ugm-3,0.385652,P,ugm-3,0.230801,P,ugm-3,0.084591,P,ugm-3,0.538249,P,ugm-3,0.324859,P,ugm-3,2.99273,P,ugm-3,1.043828,P,ugm-3,0.41644,P,ugm-3,0.052408,P,ugm-3,1.633517,P,ugm-3,0.5,P,ugm-3,0.6,P,ugm-3,0.5,P,ugm-3,0.5,P,ugm-3,,,,0.6,P,ugm-3,0.6,P,ugm-3
01/01/2023,03:00,0.419112,P,mgm-3,22.223,P,ugm-3 (Ref.eq),10.85151,P,ugm-3,20.84625,P,ugm-3,37.485,P,ugm-3,48.89465,P,ugm-3,9,P,ugm-3 (BAM),1.86263,P,ugm-3,0.024946,P,ugm-3,0.271208,P,ugm-3,0.088464,P,ugm-3,0.047535,P,ugm-3,0.275918,P,ugm-3,0.04663,P,ugm-3,0.249523,P,ugm-3,0.595146,P,ugm-3,0.132566,P,ugm-3,6.618427,P,ugm-3,0.187456,P,ugm-3,0.740417,P,ugm-3,0.332958,P,ugm-3,1.14525,P,ugm-3,0.785589,P,ugm-3,0.950322,P,ugm-3,0.048656,P,ugm-3,0.717519,P,ugm-3,1.817728,P,ugm-3,0.356793,P,ugm-3,0.193454,P,ugm-3,0.077889,P,ugm-3,0.457775,P,ugm-3,0.243577,P,ugm-3,3.213332,P,ugm-3,1.053208,P,ugm-3,0.355694,P,ugm-3,0.037864,P,ugm-3,1.616759,P,ugm-3,0.4,P,ugm-3,0.4,P,ugm-3,0.4,P,ugm-3,0.4,P,ugm-3,,,,0.4,P,ugm-3,0.4,P,ugm-3
01/01/2023,04:00,0.395828,P,mgm-3,18.358,P,ugm-3 (Ref.eq),10.72678,P,ugm-3,18.93375,P,ugm-3,35.38125,P,ugm-3,52.88605,P,ugm-3,10,P,ugm-3 (BAM),1.33045,P,ugm-3,0.024946,P,ugm-3,0.185119,P,ugm-3,0.058069,P,ugm-3,0.032048,P,ugm-3,0.24765,P,ugm-3,0.043324,P,ugm-3,0.213102,P,ugm-3,0.574809,P,ugm-3,0.119432,P,ugm-3,7.186727,P,ugm-3,0.168333,P,ugm-3,2.457396,P,ugm-3,0.281189,P,ugm-3,1.141045,P,ugm-3,0.200399,P,ugm-3,0.845637,P,ugm-3,0.04469,P,ugm-3,0.584465,P,ugm-3,1.849958,P,ugm-3,0.179791,P,ugm-3,0.185087,P,ugm-3,0.023898,P,ugm-3,0.419114,P,ugm-3,0.196354,P,ugm-3,3.493431,P,ugm-3,0.673668,P,ugm-3,0.380097,P,ugm-3,0.024028,P,ugm-3,0.969632,P,ugm-3,0.3,P,ugm-3,0.4,P,ugm-3,0.3,P,ugm-3,0.3,P,ugm-3,,,,0.4,P,ugm-3,0.3,P,ugm-3
01/01/2023,05:00,0.395828,P,mgm-3,19.324,P,ugm-3 (Ref.eq),8.48164,P,ugm-3,18.7425,P,ugm-3,31.7475,P,ugm-3,54.68218,P,ugm-3,11,P,ugm-3 (BAM),1.33045,P,ugm-3,0.024946,P,ugm-3,0.218662,P,ugm-3,0.044723,P,ugm-3,0.028624,P,ugm-3,0.274344,P,ugm-3,0.03179,P,ugm-3,0.207045,P,ugm-3,0.559975,P,ugm-3,0.157076,P,ugm-3,5.6,P,ugm-3,0.140004,P,ugm-3,1.204285,P,ugm-3,0.351817,P,ugm-3,1.169168,P,ugm-3,0.281814,P,ugm-3,0.857752,P,ugm-3,0.035303,P,ugm-3,0.437348,P,ugm-3,1.753228,P,ugm-3,0.088314,P,ugm-3,0.23565,P,ugm-3,0.063177,P,ugm-3,0.439919,P,ugm-3,0.293326,P,ugm-3,3.15068,P,ugm-3,0.719499,P,ugm-3,0.374568,P,ugm-3,0.031589,P,ugm-3,0.863348,P,ugm-3,0.4,P,ugm-3,0.4,P,ugm-3,0.4,P,ugm-3,0.4,P,ugm-3,,,,0.4,P,ugm-3,0.4,P,ugm-3
01/01/2023,06:00,0.337618,P,mgm-3,22.223,P,ugm-3 (Ref.eq),7.23434,P,ugm-3,17.40375,P,ugm-3,28.49625,P,ugm-3,55.8796,P,ugm-3,13,P,ugm-3 (BAM),1.06436,P,ugm-3,0.024946,P,ugm-3,0.146184,P,ugm-3,0.042189,P,ugm-3,0.032313,P,ugm-3,0.244937,P,ugm-3,0.035533,P,ugm-3,0.179327,P,ugm-3,0.482046,P,ugm-3,0.129018,P,ugm-3,5.240616,P,ugm-3,0.113023,P,ugm-3,0.781633,P,ugm-3,0.277256,P,ugm-3,0.953632,P,ugm-3,0.176235,P,ugm-3,0.702314,P,ugm-3,0.020308,P,ugm-3,0.334189,P,ugm-3,1.30275,P,ugm-3,0.158288,P,ugm-3,0.210067,P,ugm-3,0.031695,P,ugm-3,0.404051,P,ugm-3,0.121559,P,ugm-3,2.828563,P,ugm-3,0.794201,P,ugm-3,0.347138,P,ugm-3,0.027218,P,ugm-3,0.658988,P,ugm-3,0.2,P,ugm-3,0.2,P,ugm-3,0.2,P,ugm-3,0.2,P,ugm-3,,,,0.2,P,ugm-3,0.2,P,ugm-3
01/01/2023,07:00,0.34926,P,mgm-3,17.392,P,ugm-3 (Ref.eq),5.73758,P,ugm-3,13.3875,P,ugm-3,22.185,P,ugm-3,57.8753,P,ugm-3,11,P,ugm-3 (BAM),1.06436,P,ugm-3,0.024946,P,ugm-3,0.107692,P,ugm-3,0.035383,P,ugm-3,0.031823,P,ugm-3,0.230925,P,ugm-3,0.014552,P,ugm-3,0.124674,P,ugm-3,0.480947,P,ugm-3,0.122918,P,ugm-3,5.268164,P,ugm-3,0.139673,P,ugm-3,1.118232,P,ugm-3,0.337086,P,ugm-3,0.90889,P,ugm-3,0.15484,P,ugm-3,0.565158,P,ugm-3,0.014136,P,ugm-3,0.477273,P,ugm-3,1.470668,P,ugm-3,0.209648,P,ugm-3,0.139473,P,ugm-3,0.047341,P,ugm-3,0.311246,P,ugm-3,0.122357,P,ugm-3,2.565263,P,ugm-3,0.602409,P,ugm-3,0.359713,P,ugm-3,0.020312,P,ugm-3,0.423351,P,ugm-3,0.2,P,ugm-3,0.3,P,ugm-3,0.3,P,ugm-3,0.2,P,ugm-3,,,,0.3,P,ugm-3,0.3,P,ugm-3
01/01/2023,08:00,0.34926,P,mgm-3,19.324,P,ugm-3 (Ref.eq),5.48812,P,ugm-3,16.065,P,ugm-3,24.48,P,ugm-3,54.08347,P,ugm-3,13,P,ugm-3 (BAM),1.33045,P,ugm-3,0.024946,P,ugm-3,0.160647,P,ugm-3,0.012762,P,ugm-3,0.011226,P,ugm-3,0.243114,P,ugm-3,0.023961,P,ugm-3,0.158256,P,ugm-3,0.463194,P,ugm-3,0.14049,P,ugm-3,5.991619,P,ugm-3,0.080061,P,ugm-3,0.707733,P,ugm-3,0.659316,P,ugm-3,1.205232,P,ugm-3,0.393001,P,ugm-3,0.659854,P,ugm-3,0.042903,P,ugm-3,0.288879,P,ugm-3,2.154178,P,ugm-3,0.132926,P,ugm-3,0.139523,P,ugm-3,0.008949,P,ugm-3,0.346872,P,ugm-3,0.156398,P,ugm-3,3.125905,P,ugm-3,0.652623,P,ugm-3,0.355585,P,ugm-3,0.014552,P,ugm-3,0.660732,P,ugm-3,0.3,P,ugm-3,0.3,P,ugm-3,0.3,P,ugm-3,0.3,P,ugm-3,,,,0.3,P,ugm-3,0.3,P,ugm-3
01/01/2023,09:00,0.337618,P,mgm-3,22.223,P,ugm-3 (Ref.eq),6.36123,P,ugm-3,17.2125,P,ugm-3,26.96625,P,ugm-3,53.48476,P,ugm-3,12,P,ugm-3 (BAM),1.06436,P,ugm-3,0.024946,P,ugm-3,0.150654,P,ugm-3,0.024397,P,ugm-3,0.011226,P,ugm-3,0.232038,P,ugm-3,0.018693,P,ugm-3,0.162554,P,ugm-3,0.460983,P,ugm-3,0.141069,P,ugm-3,6.564055,P,ugm-3,0.070074,P,ugm-3,0.631585,P,ugm-3,0.453255,P,ugm-3,1.417844,P,ugm-3,0.094621,P,ugm-3,0.809538,P,ugm-3,0.033364,P,ugm-3,0.23586,P,ugm-3,2.225583,P,ugm-3,0.140385,P,ugm-3,0.158388,P,ugm-3,0.030922,P,ugm-3,0.379519,P,ugm-3,0.084698,P,ugm-3,3.434243,P,ugm-3,0.80964,P,ugm-3,0.356223,P,ugm-3,0.024671,P,ugm-3,0.364903,P,ugm-3,0.3,P,ugm-3,0.3,P,ugm-3,0.3,P,ugm-3,0.3,P,ugm-3,,,,0.3,P,ugm-3,0.3,P,ugm-3
01/01/2023,10:00,0.360902,P,mgm-3,26.087,P,ugm-3 (Ref.eq),10.47732,P,ugm-3,22.95,P,ugm-3,39.015,P,ugm-3,51.08992,P,ugm-3,16,P,ugm-3 (BAM),1.06436,P,ugm-3,0.024946,P,ugm-3,0.209397,P,ugm-3,0.039824,P,ugm-3,0.031839,P,ugm-3,0.378156,P,ugm-3,0.042166,P,ugm-3,0.289577,P,ugm-3,0.551998,P,ugm-3,0.157936,P,ugm-3,6.235849,P,ugm-3,0.270311,P,ugm-3,0.829832,P,ugm-3,0.548116,P,ugm-3,1.148704,P,ugm-3,0.268529,P,ugm-3,1.271025,P,ugm-3,0.038546,P,ugm-3,1.164893,P,ugm-3,1.704998,P,ugm-3,0.167638,P,ugm-3,0.164764,P,ugm-3,0.066665,P,ugm-3,0.436033,P,ugm-3,0.563892,P,ugm-3,3.011747,P,ugm-3,0.671124,P,ugm-3,0.579493,P,ugm-3,0.0745,P,ugm-3,0.917167,P,ugm-3,0.3,P,ugm-3,0.3,P,ugm-3,0.3,P,ugm-3,0.3,P,ugm-3,,,,0.3,P,ugm-3,0.3,P,ugm-3
01/01/2023,11:00,0.360902,P,mgm-3,25.121,P,ugm-3 (Ref.eq),12.59773,P,ugm-3,25.245,P,ugm-3,44.56125,P,ugm-3,47.49766,P,ugm-3,8,P,ugm-3 (BAM),1.33045,P,ugm-3,0.024946,P,ugm-3,0.134564,P,ugm-3,0.042563,P,ugm-3,0.024859,P,ugm-3,0.237643,P,ugm-3,0.028368,P,ugm-3,0.132497,P,ugm-3,0.450505,P,ugm-3,0.115113,P,ugm-3,6.156556,P,ugm-3,0.100876,P,ugm-3,0.906514,P,ugm-3,0.339482,P,ugm-3,1.133053,P,ugm-3,0.205333,P,ugm-3,0.546466,P,ugm-3,0.046541,P,ugm-3,0.406234,P,ugm-3,1.670762,P,ugm-3,0.028077,P,ugm-3,0.101772,P,ugm-3,0.067964,P,ugm-3,0.315446,P,ugm-3,0.176244,P,ugm-3,3.084593,P,ugm-3,0.614095,P,ugm-3,0.367185,P,ugm-3,0.011141,P,ugm-3,0.604569,P,ugm-3,0.3,P,ugm-3,0.4,P,ugm-3,0.4,P,ugm-3,0.4,P,ugm-3,,,,0.4,P,ugm-3,0.4,P,ugm-3
01/01/2023,12:00,0.372544,P,mgm-3,27.054,P,ugm-3 (Ref.eq),10.60205,P,ugm-3,20.46375,P,ugm-3,36.72,P,ugm-3,49.09422,P,ugm-3,8,P,ugm-3 (BAM),1.06436,P,ugm-3,0.024946,P,ugm-3,0.231943,P,ugm-3,0.056104,P,ugm-3,0.043011,P,ugm-3,0.258986,P,ugm-3,0.032826,P,ugm-3,0.193476,P,ugm-3,0.603156,P,ugm-3,0.140739,P,ugm-3,6.07235,P,ugm-3,0.212312,P,ugm-3,0.997419,P,ugm-3,0.546093,P,ugm-3,1.450761,P,ugm-3,0.283298,P,ugm-3,0.800079,P,ugm-3,0.046369,P,ugm-3,0.671441,P,ugm-3,2.185747,P,ugm-3,0.113289,P,ugm-3,0.172855,P,ugm-3,0.053929,P,ugm-3,0.416222,P,ugm-3,0.253969,P,ugm-3,3.253041,P,ugm-3,1.886497,P,ugm-3,0.379508,P,ugm-3,0.026167,P,ugm-3,1.17662,P,ugm-3,0.4,P,ugm-3,0.5,P,ugm-3,0.4,P,ugm-3,0.4,P,ugm-3,,,,0.5,P,ugm-3,0.4,P,ugm-3
01/01/2023,13:00,0.34926,P,mgm-3,20.29,P,ugm-3 (Ref.eq),13.22138,P,ugm-3,24.48,P,ugm-3,44.7525,P,ugm-3,43.10712,P,ugm-3,11,P,ugm-3 (BAM),1.33045,P,ugm-3,0.024946,P,ugm-3,0.13866,P,ugm-3,0.024153,P,ugm-3,0.019879,P,ugm-3,0.231296,P,ugm-3,0.017817,P,ugm-3,0.131879,P,ugm-3,0.497262,P,ugm-3,0.167526,P,ugm-3,5.324381,P,ugm-3,0.139241,P,ugm-3,0.972123,P,ugm-3,0.362631,P,ugm-3,1.522267,P,ugm-3,0.166765,P,ugm-3,0.650158,P,ugm-3,0.036867,P,ugm-3,0.441319,P,ugm-3,2.340057,P,ugm-3,0.105863,P,ugm-3,0.118073,P,ugm-3,0.032183,P,ugm-3,0.342043,P,ugm-3,0.116804,P,ugm-3,3.499622,P,ugm-3,0.779422,P,ugm-3,0.340221,P,ugm-3,0.035981,P,ugm-3,0.523691,P,ugm-3,0.6,P,ugm-3,0.6,P,ugm-3,0.6,P,ugm-3,0.6,P,ugm-3,,,,0.6,P,ugm-3,0.6,P,ugm-3
01/01/2023,14:00,0.395828,P,mgm-3,30.918,P,ugm-3 (Ref.eq),17.71166,P,ugm-3,28.49625,P,ugm-3,55.65375,P,ugm-3,39.31529,P,ugm-3,9,P,ugm-3 (BAM),1.33045,P,ugm-3,0.024946,P,ugm-3,0.224544,P,ugm-3,0.096481,P,ugm-3,0.031029,P,ugm-3,0.284928,P,ugm-3,0.033228,P,ugm-3,0.226493,P,ugm-3,0.583305,P,ugm-3,0.134618,P,ugm-3,5.393649,P,ugm-3,0.184604,P,ugm-3,1.097964,P,ugm-3,0.453084,P,ugm-3,1.390288,P,ugm-3,0.312912,P,ugm-3,0.887695,P,ugm-3,0.053918,P,ugm-3,0.624051,P,ugm-3,2.379212,P,ugm-3,0.188676,P,ugm-3,0.182792,P,ugm-3,0.096573,P,ugm-3,0.519651,P,ugm-3,0.38738,P,ugm-3,3.128314,P,ugm-3,0.891611,P,ugm-3,0.347345,P,ugm-3,0.030102,P,ugm-3,1.137332,P,ugm-3,0.7,P,ugm-3,0.8,P,ugm-3,0.7,P,ugm-3,0.7,P,ugm-3,,,,0.8,P,ugm-3,0.8,P,ugm-3
01/01/2023,15:00,0.442396,P,mgm-3,28.02,P,ugm-3 (Ref.eq),19.70734,P,ugm-3,35.19,P,ugm-3,65.4075,P,ugm-3,33.52776,P,ugm-3,18,P,ugm-3 (BAM),1.86263,P,ugm-3,0.024946,P,ugm-3,0.284509,P,ugm-3,0.05991,P,ugm-3,0.039837,P,ugm-3,0.279782,P,ugm-3,0.027914,P,ugm-3,0.213535,P,ugm-3,0.790274,P,ugm-3,0.161542,P,ugm-3,6.199545,P,ugm-3,0.184851,P,ugm-3,1.467199,P,ugm-3,0.460925,P,ugm-3,1.566057,P,ugm-3,0.215751,P,ugm-3,0.899382,P,ugm-3,0.059015,P,ugm-3,0.658198,P,ugm-3,2.440339,P,ugm-3,0.141075,P,ugm-3,0.192221,P,ugm-3,0.11166,P,ugm-3,0.45873,P,ugm-3,0.216032,P,ugm-3,3.31775,P,ugm-3,1.105173,P,ugm-3,0.365066,P,ugm-3,0.04136,P,ugm-3,1.098733,P,ugm-3,0.8,P,ugm-3,0.9,P,ugm-3,0.8,P,ugm-3,0.8,P,ugm-3,,,,0.9,P,ugm-3,0.8,P,ugm-3
01/01/2023,16:00,0.395828,P,mgm-3,28.986,P,ugm-3 (Ref.eq),20.70518,P,ugm-3,38.82375,P,ugm-3,70.57125,P,ugm-3,30.33464,P,ugm-3,14,P,ugm-3 (BAM),1.86263,P,ugm-3,0.024946,P,ugm-3,0.30734,P,ugm-3,0.05796,P,ugm-3,0.052291,P,ugm-3,0.259561,P,ugm-3,0.064468,P,ugm-3,0.294629,P,ugm-3,0.699885,P,ugm-3,0.16601,P,ugm-3,6.556854,P,ugm-3,0.270324,P,ugm-3,1.656632,P,ugm-3,0.460925,P,ugm-3,1.906259,P,ugm-3,0.326221,P,ugm-3,1.497693,P,ugm-3,0.084106,P,ugm-3,1.057265,P,ugm-3,3.026244,P,ugm-3,0.197578,P,ugm-3,0.201596,P,ugm-3,0.101199,P,ugm-3,0.592192,P,ugm-3,0.41849,P,ugm-3,3.682965,P,ugm-3,1.182322,P,ugm-3,0.419862,P,ugm-3,0.080836,P,ugm-3,1.370981,P,ugm-3,1,P,ugm-3,1.1,P,ugm-3,1,P,ugm-3,1,P,ugm-3,,,,1.1,P,ugm-3,1,P,ugm-3
01/01/2023,17:00,0.454038,P,mgm-3,28.986,P,ugm-3 (Ref.eq),29.31155,P,ugm-3,41.50125,P,ugm-3,86.445,P,ugm-3,25.34539,P,ugm-3,19,P,ugm-3 (BAM),1.86263,P,ugm-3,0.024946,P,ugm-3,0.367714,P,ugm-3,0.10158,P,ugm-3,0.070854,P,ugm-3,0.286204,P,ugm-3,0.071989,P,ugm-3,0.299982,P,ugm-3,0.747164,P,ugm-3,0.154101,P,ugm-3,6.272611,P,ugm-3,0.298879,P,ugm-3,1.302562,P,ugm-3,0.510436,P,ugm-3,1.662165,P,ugm-3,0.286905,P,ugm-3,1.140987,P,ugm-3,0.073473,P,ugm-3,1.114413,P,ugm-3,2.676702,P,ugm-3,0.222204,P,ugm-3,0.205357,P,ugm-3,0.185113,P,ugm-3,0.546778,P,ugm-3,0.371351,P,ugm-3,3.597264,P,ugm-3,1.135501,P,ugm-3,0.368088,P,ugm-3,0.05409,P,ugm-3,1.394283,P,ugm-3,1.2,P,ugm-3,1.4,P,ugm-3,1.2,P,ugm-3,1.2,P,ugm-3,,,,1.4,P,ugm-3,1.3,P,ugm-3
01/01/2023,18:00,0.419112,P,mgm-3,22.223,P,ugm-3 (Ref.eq),28.43844,P,ugm-3,45.135,P,ugm-3,88.74,P,ugm-3,25.14582,P,ugm-3,15,P,ugm-3 (BAM),2.12872,P,ugm-3,0.024946,P,ugm-3,0.48955,P,ugm-3,0.104738,P,ugm-3,0.047901,P,ugm-3,0.298018,P,ugm-3,0.073304,P,ugm-3,0.3457,P,ugm-3,0.878477,P,ugm-3,0.147393,P,ugm-3,7.308035,P,ugm-3,0.328372,P,ugm-3,1.599211,P,ugm-3,0.49526,P,ugm-3,1.8766,P,ugm-3,0.433,P,ugm-3,1.395438,P,ugm-3,0.072498,P,ugm-3,1.21406,P,ugm-3,3.023425,P,ugm-3,0.282283,P,ugm-3,0.275511,P,ugm-3,0.116694,P,ugm-3,0.676043,P,ugm-3,0.387909,P,ugm-3,3.860985,P,ugm-3,1.085789,P,ugm-3,0.404097,P,ugm-3,0.058441,P,ugm-3,1.888394,P,ugm-3,1.2,P,ugm-3,1.4,P,ugm-3,1.2,P,ugm-3,1.3,P,ugm-3,,,,1.4,P,ugm-3,1.3,P,ugm-3
01/01/2023,19:00,0.69852,P,mgm-3,13.527,P,ugm-3 (Ref.eq),12.72246,P,ugm-3,35.19,P,ugm-3,54.6975,P,ugm-3,37.31959,P,ugm-3,8,P,ugm-3 (BAM),1.59654,P,ugm-3,0.024946,P,ugm-3,0.391238,P,ugm-3,0.076544,P,ugm-3,0.088113,P,ugm-3,0.264467,P,ugm-3,0.062457,P,ugm-3,0.230326,P,ugm-3,0.80919,P,ugm-3,0.170087,P,ugm-3,6.30694,P,ugm-3,0.164256,P,ugm-3,2.107725,P,ugm-3,4.972832,P,ugm-3,1.73588,P,ugm-3,0.217566,P,ugm-3,0.952756,P,ugm-3,0.06692,P,ugm-3,0.737972,P,ugm-3,3.286527,P,ugm-3,0.133699,P,ugm-3,0.183214,P,ugm-3,0.071851,P,ugm-3,0.491212,P,ugm-3,0.381835,P,ugm-3,4.27151,P,ugm-3,0.837624,P,ugm-3,0.37522,P,ugm-3,0.056983,P,ugm-3,1.095792,P,ugm-3,0.8,P,ugm-3,0.9,P,ugm-3,0.8,P,ugm-3,0.8,P,ugm-3,,,,1,P,ugm-3,0.9,P,ugm-3
01/01/2023,20:00,0.64031,P,mgm-3,9.662,P,ugm-3 (Ref.eq),18.58477,P,ugm-3,46.85625,P,ugm-3,75.3525,P,ugm-3,30.93335,P,ugm-3,9,P,ugm-3 (BAM),1.59654,P,ugm-3,0.024946,P,ugm-3,0.346819,P,ugm-3,0.092679,P,ugm-3,0.073737,P,ugm-3,0.325943,P,ugm-3,0.069506,P,ugm-3,0.31855,P,ugm-3,0.853386,P,ugm-3,0.173696,P,ugm-3,7.505832,P,ugm-3,0.281955,P,ugm-3,1.932055,P,ugm-3,2.314752,P,ugm-3,2.418624,P,ugm-3,0.329862,P,ugm-3,1.373139,P,ugm-3,0.055549,P,ugm-3,0.883696,P,ugm-3,4.038274,P,ugm-3,0.219219,P,ugm-3,0.273255,P,ugm-3,0.122595,P,ugm-3,0.685889,P,ugm-3,0.315657,P,ugm-3,4.739196,P,ugm-3,0.982246,P,ugm-3,0.413718,P,ugm-3,0.048062,P,ugm-3,1.464983,P,ugm-3,1,P,ugm-3,1.2,P,ugm-3,1,P,ugm-3,1.1,P,ugm-3,,,,1.3,P,ugm-3,1.1,P,ugm-3
01/01/2023,21:00,0.826582,P,mgm-3,11.594,P,ugm-3 (Ref.eq),15.09233,P,ugm-3,43.79625,P,ugm-3,66.9375,P,ugm-3,27.14152,P,ugm-3,10,P,ugm-3 (BAM),1.59654,P,ugm-3,0.024946,P,ugm-3,0.341176,P,ugm-3,0.153004,P,ugm-3,0.113529,P,ugm-3,0.324914,P,ugm-3,0.060563,P,ugm-3,0.307798,P,ugm-3,1.093507,P,ugm-3,0.134301,P,ugm-3,8.407138,P,ugm-3,0.210298,P,ugm-3,2.876345,P,ugm-3,6.967533,P,ugm-3,2.140462,P,ugm-3,0.287668,P,ugm-3,1.122206,P,ugm-3,0.05934,P,ugm-3,0.882282,P,ugm-3,3.59512,P,ugm-3,0.234074,P,ugm-3,0.227101,P,ugm-3,0.09354,P,ugm-3,0.621636,P,ugm-3,0.339861,P,ugm-3,5.11734,P,ugm-3,1.061295,P,ugm-3,0.387494,P,ugm-3,0.052204,P,ugm-3,1.443386,P,ugm-3,1.1,P,ugm-3,1.4,P,ugm-3,1.1,P,ugm-3,1.2,P,ugm-3,,,,1.4,P,ugm-3,1.2,P,ugm-3
01/01/2023,22:00,0.64031,P,mgm-3,11.594,P,ugm-3 (Ref.eq),13.09665,P,ugm-3,44.56125,P,ugm-3,64.6425,P,ugm-3,31.13292,P,ugm-3,8,P,ugm-3 (BAM),1.59654,P,ugm-3,0.024946,P,ugm-3,0.431581,P,ugm-3,0.097095,P,ugm-3,0.086912,P,ugm-3,0.335906,P,ugm-3,0.080781,P,ugm-3,0.431339,P,ugm-3,1.311881,P,ugm-3,0.170273,P,ugm-3,8.561274,P,ugm-3,0.321677,P,ugm-3,2.141282,P,ugm-3,2.150153,P,ugm-3,2.513731,P,ugm-3,0.418676,P,ugm-3,1.645671,P,ugm-3,0.056278,P,ugm-3,0.983647,P,ugm-3,3.95718,P,ugm-3,0.345788,P,ugm-3,0.322673,P,ugm-3,0.178416,P,ugm-3,0.83789,P,ugm-3,0.41288,P,ugm-3,4.921476,P,ugm-3,1.123199,P,ugm-3,0.372558,P,ugm-3,0.057384,P,ugm-3,1.816318,P,ugm-3,0.9,P,ugm-3,1.1,P,ugm-3,0.9,P,ugm-3,0.9,P,ugm-3,,,,1.1,P,ugm-3,1,P,ugm-3
01/01/2023,23:00,0.617026,P,mgm-3,12.561,P,ugm-3 (Ref.eq),16.09017,P,ugm-3,44.17875,P,ugm-3,68.85,P,ugm-3,27.54066,P,ugm-3,9,P,ugm-3 (BAM),1.59654,P,ugm-3,0.024946,P,ugm-3,0.406575,P,ugm-3,0.152106,P,ugm-3,0.085484,P,ugm-3,0.317738,P,ugm-3,0.051342,P,ugm-3,0.397503,P,ugm-3,0.841163,P,ugm-3,0.13537,P,ugm-3,8.708148,P,ugm-3,0.354414,P,ugm-3,1.564007,P,ugm-3,1.311363,P,ugm-3,2.499696,P,ugm-3,0.367254,P,ugm-3,1.609677,P,ugm-3,0.06191,P,ugm-3,1.374002,P,ugm-3,4.035498,P,ugm-3,0.227331,P,ugm-3,0.278182,P,ugm-3,0.157267,P,ugm-3,0.736718,P,ugm-3,0.531539,P,ugm-3,4.946668,P,ugm-3,0.963277,P,ugm-3,0.345753,P,ugm-3,0.04294,P,ugm-3,1.74065,P,ugm-3,1,P,ugm-3,1.2,P,ugm-3,1,P,ugm-3,1,P,ugm-3,,,,1.3,P,ugm-3,1.1,P,ugm-3
