,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,daily,daily_lower,daily_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
0,1997-07-17 01:00:00,4.923792108506486,3.3601291205127,5.712786502994654,4.923792108506486,4.923792108506486,-0.31724123550077427,-0.31724123550077427,-0.31724123550077427,-0.4365225310756638,-0.4365225310756638,-0.4365225310756638,0.15728377697664936,0.15728377697664936,0.15728377697664936,-0.038002481401759665,-0.038002481401759665,-0.038002481401759665,0.0,0.0,0.0,4.606550873005712
1,1997-07-18 01:00:00,4.923811938223804,3.474536558651382,5.814949010122019,4.923811938223804,4.923811938223804,-0.2903700407523176,-0.2903700407523176,-0.2903700407523176,-0.43652253107837946,-0.43652253107837946,-0.43652253107837946,0.18493670762741457,0.18493670762741457,0.18493670762741457,-0.038784217301352626,-0.038784217301352626,-0.038784217301352626,0.0,0.0,0.0,4.633441897471487
2,1997-07-19 01:00:00,4.923831767941123,3.353393874494599,5.566367182968874,4.923831767941123,4.923831767941123,-0.41986589528586327,-0.41986589528586327,-0.41986589528586327,-0.43652253107612077,-0.43652253107612077,-0.43652253107612077,0.05630160715291071,0.05630160715291071,0.05630160715291071,-0.03964497136265317,-0.03964497136265317,-0.03964497136265317,0.0,0.0,0.0,4.50396587265526
3,1997-07-20 01:00:00,4.923851597658441,3.0071106179244382,5.3040515551826335,4.923851597658441,4.923851597658441,-0.8007394159320773,-0.8007394159320773,-0.8007394159320773,-0.4365225310738625,-0.4365225310738625,-0.4365225310738625,-0.32363909506860367,-0.32363909506860367,-0.32363909506860367,-0.04057778978961132,-0.04057778978961132,-0.04057778978961132,0.0,0.0,0.0,4.123112181726364
4,1997-07-21 01:00:00,4.923871427375759,2.9549962958794476,5.3383072541032455,4.923871427375759,4.923871427375759,-0.7315386773562091,-0.7315386773562091,-0.7315386773562091,-0.4365225310765782,-0.4365225310765782,-0.4365225310765782,-0.25343980391352416,-0.25343980391352416,-0.25343980391352416,-0.04157634236610697,-0.04157634236610697,-0.04157634236610697,0.0,0.0,0.0,4.19233275001955
5,1997-07-22 01:00:00,4.923891257093078,3.3563792775850594,5.659885175944837,4.923891257093078,4.923891257093078,-0.40750857109011784,-0.40750857109011784,-0.40750857109011784,-0.43652253107431965,-0.43652253107431965,-0.43652253107431965,0.07164884831820793,0.07164884831820793,0.07164884831820793,-0.04263488833400626,-0.04263488833400626,-0.04263488833400626,0.0,0.0,0.0,4.5163826860029594
6,1997-07-23 01:00:00,4.923911086810397,3.4846196445462385,5.6814150394242535,4.923911086810397,4.923911086810397,-0.3733628039256873,-0.3733628039256873,-0.3733628039256873,-0.4365225310772322,-0.4365225310772322,-0.4365225310772322,0.1069079589068394,0.1069079589068394,0.1069079589068394,-0.043748231755294534,-0.043748231755294534,-0.043748231755294534,0.0,0.0,0.0,4.5505482828847095
7,1997-07-24 01:00:00,4.923930916527715,3.420000407856246,5.671645661677434,4.923930916527715,4.923930916527715,-0.3241504213731647,-0.3241504213731647,-0.3241504213731647,-0.43652253107497363,-0.43652253107497363,-0.43652253107497363,0.1572837769767149,0.1572837769767149,0.1572837769767149,-0.04491166727490584,-0.04491166727490584,-0.04491166727490584,0.0,0.0,0.0,4.599780495154551
8,1997-07-25 01:00:00,4.923950746245033,3.482394400568956,5.701610886909598,4.923950746245033,4.923950746245033,-0.29770674075907266,-0.29770674075907266,-0.29770674075907266,-0.43652253107271527,-0.43652253107271527,-0.43652253107271527,0.18493670762741102,0.18493670762741102,0.18493670762741102,-0.04612091731376831,-0.04612091731376831,-0.04612091731376831,0.0,0.0,0.0,4.626244005485961
9,1997-07-26 01:00:00,4.923970575962351,3.3471997489599015,5.701728228881032,4.923970575962351,4.923970575962351,-0.42759298574405635,-0.42759298574405635,-0.42759298574405635,-0.4365225310754307,-0.4365225310754307,-0.4365225310754307,0.05630160715261647,0.05630160715261647,0.05630160715261647,-0.04737206182124196,-0.04737206182124196,-0.04737206182124196,0.0,0.0,0.0,4.4963775902182945
10,1997-07-27 01:00:00,4.92399040567967,2.9978137783719094,5.2676179935245,4.92399040567967,4.92399040567967,-0.8088230879431348,-0.8088230879431348,-0.8088230879431348,-0.4365225310731724,-0.4365225310731724,-0.4365225310731724,-0.32363909506870997,-0.32363909506870997,-0.32363909506870997,-0.04866146180125243,-0.04866146180125243,-0.04866146180125243,0.0,0.0,0.0,4.115167317736535
11,1997-07-28 01:00:00,4.924010235396988,3.0293427311441965,5.359079547182633,4.924010235396988,4.924010235396988,-0.7399480128850952,-0.7399480128850952,-0.7399480128850952,-0.43652253107588795,-0.43652253107588795,-0.43652253107588795,-0.2534398039133631,-0.2534398039133631,-0.2534398039133631,-0.04998567789584407,-0.04998567789584407,-0.04998567789584407,0.0,0.0,0.0,4.184062222511893
12,1997-07-29 01:00:00,4.924030065114306,3.3314689786101255,5.651563564532235,4.924030065114306,4.924030065114306,-0.4162150681226423,-0.4162150681226423,-0.4162150681226423,-0.43652253107713546,-0.43652253107713546,-0.43652253107713546,0.07164884831832265,0.07164884831832265,0.07164884831832265,-0.05134138536382944,-0.05134138536382944,-0.05134138536382944,0.0,0.0,0.0,4.507814996991664
