,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,daily,daily_lower,daily_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
0,1997-09-01 01:00:00,1.9947064468360218,0.618935889799923,2.389296450777856,1.9947064468360218,1.9947064468360218,-0.444362863388277,-0.444362863388277,-0.444362863388277,-0.287850582908883,-0.287850582908883,-0.287850582908883,-0.20182950986133893,-0.20182950986133893,-0.20182950986133893,0.04531722938194493,0.04531722938194493,0.04531722938194493,0.0,0.0,0.0,1.5503435834477448
1,1997-09-02 01:00:00,1.9942650005987068,0.8667446104483094,2.6654966936911824,1.9942650005987068,1.9942650005987068,-0.18573511621122277,-0.18573511621122277,-0.18573511621122277,-0.2878505829069018,-0.2878505829069018,-0.2878505829069018,0.055420070710345784,0.055420070710345784,0.055420070710345784,0.04669539598533324,0.04669539598533324,0.04669539598533324,0.0,0.0,0.0,1.808529884387484
2,1997-09-03 01:00:00,1.9938235543613916,0.9797644981790589,2.676812858097296,1.9938235543613916,1.9938235543613916,-0.13378807401331838,-0.13378807401331838,-0.13378807401331838,-0.28785058290799903,-0.28785058290799903,-0.28785058290799903,0.10583461266184223,0.10583461266184223,0.10583461266184223,0.04822789623283846,0.04822789623283846,0.04822789623283846,0.0,0.0,0.0,1.8600354803480732
3,1997-09-04 01:00:00,1.9933821081240761,1.0029012085287146,2.7103033861019576,1.9933821081240761,1.9933821081240761,-0.11947808928776,-0.11947808928776,-0.11947808928776,-0.28785058290644744,-0.28785058290644744,-0.28785058290644744,0.11846112867401296,0.11846112867401296,0.11846112867401296,0.04991136494467444,0.04991136494467444,0.04991136494467444,0.0,0.0,0.0,1.873904018836316
4,1997-09-05 01:00:00,1.992940661886761,0.9986197125451362,2.792561343710879,1.992940661886761,1.992940661886761,-0.08733807897136531,-0.08733807897136531,-0.08733807897136531,-0.287850582909242,-0.287850582909242,-0.287850582909242,0.14877111332517193,0.14877111332517193,0.14877111332517193,0.051741390612704746,0.051741390612704746,0.051741390612704746,0.0,0.0,0.0,1.9056025829153955
5,1997-09-06 01:00:00,1.9924992156494459,0.9109269053567476,2.7230274145687687,1.9924992156494459,1.9924992156494459,-0.21003846932790712,-0.21003846932790712,-0.21003846932790712,-0.2878505829076902,-0.2878505829076902,-0.2878505829076902,0.02409949167043463,0.02409949167043463,0.02409949167043463,0.05371262190934835,0.05371262190934835,0.05371262190934835,0.0,0.0,0.0,1.7824607463215387
6,1997-09-07 01:00:00,1.9920577694121306,0.6387585085309295,2.398479702443602,1.9920577694121306,1.9920577694121306,-0.4827886051705073,-0.4827886051705073,-0.4827886051705073,-0.2878505829061385,-0.2878505829061385,-0.2878505829061385,-0.2507569071804032,-0.2507569071804032,-0.2507569071804032,0.05581888491603443,0.05581888491603443,0.05581888491603443,0.0,0.0,0.0,1.5092691642416234
7,1997-09-08 01:00:00,1.9916163231748152,0.6673075330159494,2.4318358893830063,1.9916163231748152,1.9916163231748152,-0.4316267833833477,-0.4316267833833477,-0.4316267833833477,-0.287850582908933,-0.287850582908933,-0.287850582908933,-0.20182950986115064,-0.20182950986115064,-0.20182950986115064,0.05805330938673602,0.05805330938673602,0.05805330938673602,0.0,0.0,0.0,1.5599895397914674
8,1997-09-09 01:00:00,1.9911748769375,0.9422838922238161,2.711406029842768,1.9911748769375,1.9911748769375,-0.17202204995166526,-0.17202204995166526,-0.17202204995166526,-0.28785058290738125,-0.28785058290738125,-0.28785058290738125,0.0554200707105012,0.0554200707105012,0.0554200707105012,0.06040846224521485,0.06040846224521485,0.06040846224521485,0.0,0.0,0.0,1.8191528269858348
9,1997-09-10 01:00:00,1.9907334307001847,0.937764778180293,2.8154952562711646,1.9907334307001847,1.9907334307001847,-0.1191394838283396,-0.1191394838283396,-0.1191394838283396,-0.28785058291017585,-0.28785058291017585,-0.28785058291017585,0.10583461266181315,0.10583461266181315,0.10583461266181315,0.06287648642002305,0.06287648642002305,0.06287648642002305,0.0,0.0,0.0,1.8715939468718452
10,1997-09-11 01:00:00,1.9902919844628697,0.9150138141980452,2.7886401957293234,1.9902919844628697,1.9902919844628697,-0.10394021118494655,-0.10394021118494655,-0.10394021118494655,-0.2878505829086241,-0.2878505829086241,-0.2878505829086241,0.11846112867404708,0.11846112867404708,0.11846112867404708,0.06544924304963047,0.06544924304963047,0.06544924304963047,0.0,0.0,0.0,1.8863517732779231
11,1997-09-12 01:00:00,1.9898505382255542,1.094435668548527,2.8290297426262034,1.9898505382255542,1.9898505382255542,-0.07096101453726851,-0.07096101453726851,-0.07096101453726851,-0.28785058290537513,-0.28785058290537513,-0.28785058290537513,0.1487711133251798,0.1487711133251798,0.1487711133251798,0.06811845504292671,0.06811845504292671,0.06811845504292671,0.0,0.0,0.0,1.9188895236882857
12,1997-09-13 01:00:00,1.989409091988239,0.9037597688614353,2.7495039343921777,1.989409091988239,1.989409091988239,-0.19287524128047498,-0.19287524128047498,-0.19287524128047498,-0.28785058290816967,-0.28785058290816967,-0.28785058290816967,0.02409949167021972,0.02409949167021972,0.02409949167021972,0.07087584995747497,0.07087584995747497,0.07087584995747497,0.0,0.0,0.0,1.796533850707764
