,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
332,1998-07-30,1.8923181480026643,1.3687690001992328,2.76462399776803,1.8923181480026643,1.8923181480026643,0.17861150009911111,0.17861150009911111,0.17861150009911111,0.13823290741008756,0.13823290741008756,0.13823290741008756,0.04037859268902356,0.04037859268902356,0.04037859268902356,0.0,0.0,0.0,2.0709296481017754
333,1998-07-31,1.8920338581994358,1.3465247280410413,2.696003749666843,1.8920338581994358,1.8920338581994358,0.12490208017791612,0.12490208017791612,0.12490208017791612,0.08559980352859795,0.08559980352859795,0.08559980352859795,0.039302276649318166,0.039302276649318166,0.039302276649318166,0.0,0.0,0.0,2.016935938377352
334,1998-08-01,1.8917495683962076,1.0411557387944288,2.3837350462462417,1.8917495683962076,1.8917495683962076,-0.14373089659635202,-0.14373089659635202,-0.14373089659635202,-0.18186421404711753,-0.18186421404711753,-0.18186421404711753,0.038133317450765494,0.038133317450765494,0.038133317450765494,0.0,0.0,0.0,1.7480186717998556
335,1998-08-02,1.891465278592979,1.0310980659059152,2.3160104509814907,1.891465278592979,1.891465278592979,-0.1874306702532115,-0.1874306702532115,-0.1874306702532115,-0.22430802426733817,-0.22430802426733817,-0.22430802426733817,0.03687735401412666,0.03687735401412666,0.03687735401412666,0.0,0.0,0.0,1.7040346083397675
336,1998-08-03,1.8911809887897506,1.2706341373924144,2.681320400176369,1.8911809887897506,1.8911809887897506,0.022929623602912952,0.022929623602912952,0.022929623602912952,-0.012611546525501508,-0.012611546525501508,-0.012611546525501508,0.03554117012841445,0.03554117012841445,0.03554117012841445,0.0,0.0,0.0,1.9141106123926637
337,1998-08-04,1.8908966989865221,1.3331314438940085,2.7084532027410564,1.8908966989865221,1.8908966989865221,0.1231454224546658,0.1231454224546658,0.1231454224546658,0.08901274447452863,0.08901274447452863,0.08901274447452863,0.03413267798013719,0.03413267798013719,0.03413267798013719,0.0,0.0,0.0,2.014042121441188
338,1998-08-05,1.8906124091832937,1.3119204264796775,2.705769182905166,1.8906124091832937,1.8906124091832937,0.1385992172017381,0.1385992172017381,0.1385992172017381,0.10593832942715738,0.10593832942715738,0.10593832942715738,0.03266088777458071,0.03266088777458071,0.03266088777458071,0.0,0.0,0.0,2.029211626385032
339,1998-08-06,1.8903281193480468,1.4019355086809804,2.7729500380073597,1.8903281193480468,1.8903281193480468,0.16936877107554132,0.16936877107554132,0.16936877107554132,0.138232907410038,0.138232907410038,0.138232907410038,0.031135863665503315,0.031135863665503315,0.031135863665503315,0.0,0.0,0.0,2.059696890423588
340,1998-08-07,1.8900438295128,1.303131666785258,2.64532386609625,1.8900438295128,1.8900438295128,0.1151684699008882,0.1151684699008882,0.1151684699008882,0.08559980352885149,0.08559980352885149,0.08559980352885149,0.02956866637203672,0.02956866637203672,0.02956866637203672,0.0,0.0,0.0,2.0052122994136883
341,1998-08-08,1.8897595396775533,1.0203278970914516,2.395515973879122,1.8897595396775533,1.8897595396775533,-0.15389293102699014,-0.15389293102699014,-0.15389293102699014,-0.1818642140472611,-0.1818642140472611,-0.1818642140472611,0.027971283020270965,0.027971283020270965,0.027971283020270965,0.0,0.0,0.0,1.7358666086505632
342,1998-08-09,1.8894752498423062,1.0059150371556949,2.41252697715232,1.8894752498423062,1.8894752498423062,-0.19795147936786486,-0.19795147936786486,-0.19795147936786486,-0.2243080242672626,-0.2243080242672626,-0.2243080242672626,0.02635654489939771,0.02635654489939771,0.02635654489939771,0.0,0.0,0.0,1.6915237704744412
343,1998-08-10,1.8891909600070595,1.2026859776067618,2.63142430254889,1.8891909600070595,1.8891909600070595,0.012126487442659055,0.012126487442659055,0.012126487442659055,-0.012611546525327519,-0.012611546525327519,-0.012611546525327519,0.02473803396798657,0.02473803396798657,0.02473803396798657,0.0,0.0,0.0,1.9013174474497185
344,1998-08-11,1.8889066701718125,1.2804657734605827,2.711089097206442,1.8889066701718125,1.8889066701718125,0.11214272355592496,0.11214272355592496,0.11214272355592496,0.08901274447449499,0.08901274447449499,0.08901274447449499,0.023129979081429983,0.023129979081429983,0.023129979081429983,0.0,0.0,0.0,2.0010493937277376
345,1998-08-12,1.8886223803365658,1.2795146077555015,2.6866604001825865,1.8886223803365658,1.8886223803365658,0.12748547246430944,0.12748547246430944,0.12748547246430944,0.10593832942718233,0.10593832942718233,0.10593832942718233,0.02154714303712711,0.02154714303712711,0.02154714303712711,0.0,0.0,0.0,2.016107852800875
346,1998-08-13,1.888338090501319,1.3062421902254757,2.759838980103686,1.888338090501319,1.888338090501319,0.15823760905628695,0.15823760905628695,0.15823760905628695,0.13823290741006525,0.13823290741006525,0.13823290741006525,0.02000470164622173,0.02000470164622173,0.02000470164622173,0.0,0.0,0.0,2.046575699557606
347,1998-08-14,1.888053800666072,1.382731025461609,2.730266886749064,1.888053800666072,1.888053800666072,0.10411791966915093,0.10411791966915093,0.10411791966915093,0.08559980352871291,0.08559980352871291,0.08559980352871291,0.018518116140438027,0.018518116140438027,0.018518116140438027,0.0,0.0,0.0,1.992171720335223
348,1998-08-15,1.8877695108308252,1.0184494525181433,2.4157041790016214,1.8877695108308252,1.8877695108308252,-0.16476121374092897,-0.16476121374092897,-0.16476121374092897,-0.18186421404743905,-0.18186421404743905,-0.18186421404743905,0.017103000306510067,0.017103000306510067,0.017103000306510067,0.0,0.0,0.0,1.7230082970898963
