,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,daily,daily_lower,daily_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
0,1997-09-01 01:00:00,2.593896859935126,1.3678828542195727,3.1204357646435796,2.593896859935126,2.593896859935126,-0.3820110833006521,-0.3820110833006521,-0.3820110833006521,-0.18426179927092323,-0.18426179927092323,-0.18426179927092323,-0.08766441906901241,-0.08766441906901241,-0.08766441906901241,-0.11008486496071647,-0.11008486496071647,-0.11008486496071647,0.0,0.0,0.0,2.211885776634474
1,1997-09-02 01:00:00,2.5929647492667582,1.4386019508426815,3.1298501743678395,2.5929647492667582,2.5929647492667582,-0.3044126720084278,-0.3044126720084278,-0.3044126720084278,-0.18426179926896952,-0.18426179926896952,-0.18426179926896952,-0.014790471957336635,-0.014790471957336635,-0.014790471957336635,-0.10536040078212171,-0.10536040078212171,-0.10536040078212171,0.0,0.0,0.0,2.2885520772583305
2,1997-09-03 01:00:00,2.59203263859839,1.5064032660551294,3.125925343432398,2.59203263859839,2.59203263859839,-0.2491911803401486,-0.2491911803401486,-0.2491911803401486,-0.18426179927041073,-0.18426179927041073,-0.18426179927041073,0.035419948702854614,0.035419948702854614,0.035419948702854614,-0.10034932977259244,-0.10034932977259244,-0.10034932977259244,0.0,0.0,0.0,2.342841458258241
3,1997-09-04 01:00:00,2.5911005279300223,1.5728762688616278,3.2727015101977996,2.5911005279300223,2.5911005279300223,-0.24007573717509315,-0.24007573717509315,-0.24007573717509315,-0.18426179926871292,-0.18426179926871292,-0.18426179926871292,0.0392476016776407,0.0392476016776407,0.0392476016776407,-0.09506153958402097,-0.09506153958402097,-0.09506153958402097,0.0,0.0,0.0,2.3510247907549293
4,1997-09-05 01:00:00,2.590168417261654,1.5621083200307153,3.286141964695636,2.590168417261654,2.590168417261654,-0.19676824547673433,-0.19676824547673433,-0.19676824547673433,-0.1842617992716296,-0.1842617992716296,-0.1842617992716296,0.0770023938410867,0.0770023938410867,0.0770023938410867,-0.08950884004619145,-0.08950884004619145,-0.08950884004619145,0.0,0.0,0.0,2.3934001717849194
5,1997-09-06 01:00:00,2.589236306593286,1.4938601051316696,3.2446921365787986,2.589236306593286,2.589236306593286,-0.2446834462503322,-0.2446834462503322,-0.2446834462503322,-0.18426179926993178,-0.18426179926993178,-0.18426179926993178,0.023283242450066178,0.023283242450066178,0.023283242450066178,-0.08370488943046663,-0.08370488943046663,-0.08370488943046663,0.0,0.0,0.0,2.344552860342954
6,1997-09-07 01:00:00,2.5883041959249184,1.4337631118961864,3.1227872377937427,2.5883041959249184,2.5883041959249184,-0.33442519862138625,-0.33442519862138625,-0.33442519862138625,-0.1842617992682339,-0.1842617992682339,-0.1842617992682339,-0.07249829564524493,-0.07249829564524493,-0.07249829564524493,-0.07766510370790738,-0.07766510370790738,-0.07766510370790738,0.0,0.0,0.0,2.253878997303532
7,1997-09-08 01:00:00,2.58737208525655,1.3898157686377908,3.226075331511869,2.58737208525655,2.58737208525655,-0.3433327678587071,-0.3433327678587071,-0.3433327678587071,-0.1842617992711507,-0.1842617992711507,-0.1842617992711507,-0.08766441906898642,-0.08766441906898642,-0.08766441906898642,-0.07140654951857008,-0.07140654951857008,-0.07140654951857008,0.0,0.0,0.0,2.244039317397843
8,1997-09-09 01:00:00,2.586439974588182,1.5119732235581986,3.166495300033995,2.586439974588182,2.586439974588182,-0.2640000929617152,-0.2640000929617152,-0.2640000929617152,-0.18426179926945283,-0.18426179926945283,-0.18426179926945283,-0.014790471957291095,-0.014790471957291095,-0.014790471957291095,-0.06494782173497138,-0.06494782173497138,-0.06494782173497138,0.0,0.0,0.0,2.322439881626467
9,1997-09-10 01:00:00,2.5855078639198137,1.5206247077980828,3.202996267318677,2.5855078639198137,2.5855078639198137,-0.20715075723024487,-0.20715075723024487,-0.20715075723024487,-0.18426179927236955,-0.18426179927236955,-0.18426179927236955,0.035419948702871025,0.035419948702871025,0.035419948702871025,-0.058308906660746396,-0.058308906660746396,-0.058308906660746396,0.0,0.0,0.0,2.378357106689569
