,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
0,1997-09-01,4.276094110838321,3.3784956452942185,4.644059552381409,4.276094110838321,4.276094110838321,-0.275111906628019,-0.275111906628019,-0.275111906628019,-0.04130362895027591,-0.04130362895027591,-0.04130362895027591,-0.23380827767774306,-0.23380827767774306,-0.23380827767774306,0.0,0.0,0.0,4.0009822042103025
1,1997-09-02,4.274445241820416,3.439493971278862,4.711107472302395,4.274445241820416,4.274445241820416,-0.18288648667865803,-0.18288648667865803,-0.18288648667865803,0.03728304691986396,0.03728304691986396,0.03728304691986396,-0.22016953359852204,-0.22016953359852204,-0.22016953359852204,0.0,0.0,0.0,4.091558755141758
2,1997-09-03,4.272796372802511,3.534535401604292,4.760060878262979,4.272796372802511,4.272796372802511,-0.1409282507385385,-0.1409282507385385,-0.1409282507385385,0.06466973959230322,0.06466973959230322,0.06466973959230322,-0.20559799033084175,-0.20559799033084175,-0.20559799033084175,0.0,0.0,0.0,4.131868122063973
3,1997-09-04,4.271147503784606,3.5094195124290035,4.818582214859015,4.271147503784606,4.271147503784606,-0.08631377845657316,-0.08631377845657316,-0.08631377845657316,0.10381539911678962,0.10381539911678962,0.10381539911678962,-0.19012917757336276,-0.19012917757336276,-0.19012917757336276,0.0,0.0,0.0,4.1848337253280325
4,1997-09-05,4.269498634766701,3.5651527437876163,4.81135345663446,4.269498634766701,4.269498634766701,-0.10550164044038751,-0.10550164044038751,-0.10550164044038751,0.06830323780453032,0.06830323780453032,0.06830323780453032,-0.17380487824491786,-0.17380487824491786,-0.17380487824491786,0.0,0.0,0.0,4.163996994326314
5,1997-09-06,4.267849765748796,3.3720708843229663,4.648206916220307,4.267849765748796,4.267849765748796,-0.2687197056818324,-0.2687197056818324,-0.2687197056818324,-0.11204682007532525,-0.11204682007532525,-0.11204682007532525,-0.1566728856065071,-0.1566728856065071,-0.1566728856065071,0.0,0.0,0.0,3.9991300600669635
6,1997-09-07,4.26620089673089,3.3889981249909464,4.614314541319436,4.26620089673089,4.26620089673089,-0.2595076820592553,-0.2595076820592553,-0.2595076820592553,-0.12072097440802532,-0.12072097440802532,-0.12072097440802532,-0.13878670765122997,-0.13878670765122997,-0.13878670765122997,0.0,0.0,0.0,4.0066932146716345
7,1997-09-08,4.264552027712986,3.4802884962426863,4.752641213194753,4.264552027712986,4.264552027712986,-0.16150884999880835,-0.16150884999880835,-0.16150884999880835,-0.04130362895018189,-0.04130362895018189,-0.04130362895018189,-0.12020522104862645,-0.12020522104862645,-0.12020522104862645,0.0,0.0,0.0,4.103043177714177
8,1997-09-09,4.262903158695081,3.5182302946185127,4.832680784595623,4.262903158695081,4.262903158695081,-0.06370923050535512,-0.06370923050535512,-0.06370923050535512,0.03728304691986278,0.03728304691986278,0.03728304691986278,-0.10099227742521792,-0.10099227742521792,-0.10099227742521792,0.0,0.0,0.0,4.199193928189725
9,1997-09-10,4.261254289677176,3.5674330016298694,4.944553121910734,4.261254289677176,4.261254289677176,-0.01654652564017147,-0.01654652564017147,-0.01654652564017147,0.0646697395922653,0.0646697395922653,0.0646697395922653,-0.08121626523243679,-0.08121626523243679,-0.08121626523243679,0.0,0.0,0.0,4.244707764037004
10,1997-09-11,4.25960542065927,3.652959687044835,4.913951484903196,4.25960542065927,4.25960542065927,0.042865768222378524,0.042865768222378524,0.042865768222378524,0.10381539911678604,0.10381539911678604,0.10381539911678604,-0.060949630894407525,-0.060949630894407525,-0.060949630894407525,0.0,0.0,0.0,4.302471188881648
11,1997-09-12,4.2579565516413656,3.654916476244154,4.935051998746894,4.2579565516413656,4.2579565516413656,0.028034874471226177,0.028034874471226177,0.028034874471226177,0.06830323780471466,0.06830323780471466,0.06830323780471466,-0.04026836333348848,-0.04026836333348848,-0.04026836333348848,0.0,0.0,0.0,4.2859914261125915
12,1997-09-13,4.2563076826234605,3.445710605348824,4.75299817374758,4.2563076826234605,4.2563076826234605,-0.13129826641590286,-0.13129826641590286,-0.13129826641590286,-0.11204682007515676,-0.11204682007515676,-0.11204682007515676,-0.01925144634074611,-0.01925144634074611,-0.01925144634074611,0.0,0.0,0.0,4.125009416207558
13,1997-09-14,4.254658813605555,3.5230212496987257,4.8189132575506255,4.254658813605555,4.254658813605555,-0.11870125799233155,-0.11870125799233155,-0.11870125799233155,-0.12072097440797161,-0.12072097440797161,-0.12072097440797161,0.002019716415640071,0.002019716415640071,0.002019716415640071,0.0,0.0,0.0,4.135957555613224
14,1997-09-15,4.2530099445876495,3.6132253614600143,4.826940331735917,4.2530099445876495,4.2530099445876495,-0.017841730279628296,-0.017841730279628296,-0.017841730279628296,-0.04130362895033754,-0.04130362895033754,-0.04130362895033754,0.023461898670709247,0.023461898670709247,0.023461898670709247,0.0,0.0,0.0,4.235168214308021
15,1997-09-16,4.251361075569744,3.67019370129327,4.920333528784964,4.251361075569744,4.251361075569744,0.08227371274582841,0.08227371274582841,0.08227371274582841,0.0372830469199097,0.0372830469199097,0.0372830469199097,0.044990665825918714,0.044990665825918714,0.044990665825918714,0.0,0.0,0.0,4.333634788315573
16,1997-09-17,4.24971220655184,3.7992964739416646,5.01456548632748,4.24971220655184,4.24971220655184,0.13119074030057012,0.13119074030057012,0.13119074030057012,0.06466973959222233,0.06466973959222233,0.06466973959222233,0.06652100070834781,0.06652100070834781,0.06652100070834781,0.0,0.0,0.0,4.3809029468524106
17,1997-09-18,4.248063337533935,3.815458528255793,5.049208873685973,4.248063337533935,4.248063337533935,0.19178333432796751,0.19178333432796751,0.19178333432796751,0.103815399116825,0.103815399116825,0.103815399116825,0.08796793521114246,0.08796793521114246,0.08796793521114246,0.0,0.0,0.0,4.439846671861902
18,1997-09-19,4.246414468516029,3.732399921190459,5.05496179068647,4.246414468516029,4.246414468516029,0.17755041993140788,0.17755041993140788,0.17755041993140788,0.06830323780460204,0.06830323780460204,0.06830323780460204,0.10924718212680584,0.10924718212680584,0.10924718212680584,0.0,0.0,0.0,4.423964888447437
19,1997-09-20,4.244765599498124,3.643282409814073,4.870448488699672,4.244765599498124,4.244765599498124,0.018228941391433762,0.018228941391433762,0.018228941391433762,-0.11204682007525356,-0.11204682007525356,-0.11204682007525356,0.13027576146668732,0.13027576146668732,0.13027576146668732,0.0,0.0,0.0,4.262994540889558
20,1997-09-21,4.243116730480219,3.611075611654685,4.880956766072444,4.243116730480219,4.243116730480219,0.03025164118943528,0.03025164118943528,0.03025164118943528,-0.12072097440805707,-0.12072097440805707,-0.12072097440805707,0.15097261559749234,0.15097261559749234,0.15097261559749234,0.0,0.0,0.0,4.273368371669655
21,1997-09-22,4.241467861462314,3.669274315088132,4.980825139532621,4.241467861462314,4.241467861462314,0.12995557866874025,0.12995557866874025,0.12995557866874025,-0.04130362895024354,-0.04130362895024354,-0.04130362895024354,0.17125920761898378,0.17125920761898378,0.17125920761898378,0.0,0.0,0.0,4.371423440131054
22,1997-09-23,4.239818992444409,3.8214019909457364,5.112490237706492,4.239818992444409,4.239818992444409,0.22834314447476706,0.22834314447476706,0.22834314447476706,0.03728304691985147,0.03728304691985147,0.03728304691985147,0.19106009755491563,0.19106009755491563,0.19106009755491563,0.0,0.0,0.0,4.468162136919176
23,1997-09-24,4.238170123426504,3.8443503011588223,5.144526815451379,4.238170123426504,4.238170123426504,0.2749732307222238,0.2749732307222238,0.2749732307222238,0.06466973959227987,0.06466973959227987,0.06466973959227987,0.21030349112994395,0.21030349112994395,0.21030349112994395,0.0,0.0,0.0,4.513143354148728
24,1997-09-25,4.236521254408599,3.9407064949476447,5.224070058439167,4.236521254408599,4.236521254408599,0.33273715527588615,0.33273715527588615,0.33273715527588615,0.10381539911682143,0.10381539911682143,0.10381539911682143,0.22892175615906477,0.22892175615906477,0.22892175615906477,0.0,0.0,0.0,4.569258409684485
25,1997-09-26,4.234872385390694,3.9280311257235336,5.212589502856589,4.234872385390694,4.234872385390694,0.3151551396814402,0.3151551396814402,0.3151551396814402,0.06830323780451575,0.06830323780451575,0.06830323780451575,0.24685190187692446,0.24685190187692446,0.24685190187692446,0.0,0.0,0.0,4.550027525072134
26,1997-09-27,4.233223516372789,3.731637773875299,5.031672639928119,4.233223516372789,4.233223516372789,0.15198919680855738,0.15198919680855738,0.15198919680855738,-0.11204682007509,-0.11204682007509,-0.11204682007509,0.26403601688364736,0.26403601688364736,0.26403601688364736,0.0,0.0,0.0,4.385212713181346
